Gene Set,TYPE,Normal Breast (Epithelial-Stromal),ER-positive (Epithelial-Stromal),ER-negative (Epithelial-Stromal),Normal Breast (Epithelial-Epithelial),ER-positive (Epithelial-Epithelial),ER-negative (Epithelial-Epithelial)
NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.482933873,0.996273352,1,1,0.757194668,1
GLUCOSE_METABOLIC_PROCESS,GO_BP,0.483092616,0.996273352,1,0.954540946,0.000104057,0.183249809
Rody 2011 (TN poor prognosis),BRCA_PROG_SIG,0.483144274,0.996273352,1,0.638422642,0.697653776,0.99288741
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,0.486329839,0.996273352,1,0.378711338,0.95682381,0.765198178
KEGG_PATHWAYS_IN_CANCER,KEGG,0.486329839,0.996273352,1,0.617753079,0.95682381,0.99288741
REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION,GO_BP,0.498187175,0.996273352,1,0.795067545,0.779956593,0.99288741
POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,GO_BP,0.519101609,0.996273352,1,0.683651798,0.95682381,0.99288741
NUCLEAR_IMPORT,GO_BP,0.526848748,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_PHOSPHORYLATION,GO_BP,0.526848748,0.996273352,1,0.98482921,0.95682381,0.99288741
AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS,GO_BP,0.527011974,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO_BP,0.528180684,0.996273352,1,0.80013841,0.822090313,0.99288741
GLYCOLIPID_METABOLIC_PROCESS,GO_BP,0.53234435,0.996273352,1,0.98482921,0.381433687,0.99288741
POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO_BP,0.53234435,0.996273352,1,0.956891426,0.645794115,0.99288741
CELL_ACTIVATION,GO_BP,0.537987545,0.996273352,1,0.160190731,0.923517878,0.99288741
KEGG_CIRCADIAN_RHYTHM_MAMMAL,KEGG,0.541131918,0.996273352,1,0.98482921,0.427989782,1
AMINO_ACID_METABOLIC_PROCESS,GO_BP,0.556177792,0.996273352,1,1,0.95682381,0.99288741
LIPID_METABOLIC_PROCESS,GO_BP,0.562325209,0.996273352,1,0.98482921,0.95682381,1
PROTEIN_HOMOOLIGOMERIZATION,GO_BP,0.564493111,0.996273352,1,0.910782505,0.95682381,0.99288741
SYNAPTOGENESIS,GO_BP,0.578512913,0.996273352,1,0.899896061,0.076951867,0.99288741
REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GO_BP,0.580033165,0.996273352,1,0.713870768,0.848664848,0.99288741
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,0.585357115,0.996273352,1,0.353074117,0.996597558,0.99288741
PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO_BP,0.609454962,0.996273352,1,0.98482921,0.055937427,0.99288741
PROTEIN_IMPORT_INTO_NUCLEUS,GO_BP,0.609454962,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG,0.609454962,0.996273352,1,0.98482921,0.95682381,0.704899697
REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO_BP,0.6098786,0.996273352,1,0.98482921,0.785346923,0.99288741
REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,GO_BP,0.6098786,0.996273352,1,0.98482921,0.580640064,0.954286763
RESPONSE_TO_HEAT,GO_BP,0.617478772,0.996273352,1,0.792782518,0.95682381,0.99288741
ORGANIC_ACID_METABOLIC_PROCESS,GO_BP,0.620813059,0.996273352,1,0.992470148,0.95682381,0.99288741
TRANSLATIONAL_INITIATION,GO_BP,0.631302574,0.996273352,1,0.713870768,0.014775473,0.99288741
T_CELL_PROLIFERATION,GO_BP,0.634262081,0.996273352,1,0.99971744,0.726306235,0.99288741
POSITIVE_REGULATION_OF_CELLULAR_PROCESS,GO_BP,0.674894713,0.996273352,1,0.98482921,0.95682381,0.99288741
RESPONSE_TO_BACTERIUM,GO_BP,0.674894713,0.996273352,1,0.98482921,0.823559922,0.99288741
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG,0.675937182,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_IMMUNE_SYSTEM_PROCESS,GO_BP,0.678476487,0.996273352,1,0.813512984,0.95682381,0.949689743
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,0.679572234,0.996273352,1,0.98482921,0.95682381,0.99288741
CELLULAR_RESPIRATION,GO_BP,0.680247026,0.996273352,1,0.98482921,0.27705789,0.99288741
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,0.680247026,0.996273352,1,0.98482921,0.95682381,0.99288741
FATTY_ACID_METABOLIC_PROCESS,GO_BP,0.68217761,0.996273352,1,0.98482921,0.95682381,0.99288741
MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,GO_BP,0.705826675,0.996273352,1,0.98482921,0.95682381,0.99288741
MACROMOLECULE_BIOSYNTHETIC_PROCESS,GO_BP,0.742811901,0.996273352,1,0.00010225,5.75E-06,1
REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,GO_BP,0.742811901,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,KEGG,0.742811901,0.996273352,1,0.986005804,0.95682381,0.653760913
REGULATION_OF_BLOOD_PRESSURE,GO_BP,0.753442267,0.996273352,1,0.98482921,0.902068472,0.521537547
KEGG_GALACTOSE_METABOLISM,KEGG,0.753442267,0.996273352,1,0.98482921,0.331721624,0.99288741
ADAPTIVE_IMMUNE_RESPONSE,GO_BP,0.760416777,0.996273352,1,0.834552975,0.95682381,0.99288741
Cheang 2008,BRCA_PROG_SIG,0.770514742,0.996273352,1,0.801315952,0.001583371,0.538288107
POSITIVE_REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION,GO_BP,0.773300962,0.996273352,1,0.98482921,0.399661908,0.994293039
HOMOPHILIC_CELL_ADHESION,GO_BP,0.776097085,0.996273352,1,0.80013841,0.314001186,0.99288741
PROTEIN_KINASE_CASCADE,GO_BP,0.776097085,0.996273352,1,0.353074117,0.95682381,1
REGULATION_OF_METABOLIC_PROCESS,GO_BP,0.776097085,0.996273352,1,0.98482921,0.927775393,0.99288741
DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION,GO_BP,0.777945339,0.996273352,1,0.98482921,0.776265867,0.99288741
PROTEIN_TARGETING,GO_BP,0.787492688,0.996273352,1,0.376561801,0.95682381,0.881865002
HISTONE_MODIFICATION,GO_BP,0.78810285,0.996273352,1,0.792782518,0.95682381,0.99288741
PEPTIDYL_TYROSINE_MODIFICATION,GO_BP,0.78810285,0.996273352,1,0.98482921,0.563090414,0.99288741
SPERMATID_DIFFERENTIATION,GO_BP,0.78810285,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_GLIOMA,KEGG,0.78810285,0.996273352,1,0.792782518,0.95682381,0.99288741
LIPID_TRANSPORT,GO_BP,0.791076798,0.996273352,1,0.98482921,0.95682381,0.99288741
TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GO_BP,0.79115466,0.996273352,1,9.84E-06,0.101697364,0.782718215
MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GO_BP,0.825768985,0.996273352,1,0.98482921,0.591762972,1
POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,GO_BP,0.828232248,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,0.834393928,0.996273352,1,0.98482921,0.95682381,0.99288741
GROWTH,GO_BP,0.83593455,0.996273352,1,0.98482921,0.95682381,0.99288741
CYTOKINE_SECRETION,GO_BP,0.837510698,0.996273352,1,0.98482921,0.068460229,0.99288741
PHOSPHORYLATION,GO_BP,0.837510698,0.996273352,1,0.141216418,0.957990984,0.99288741
POSITIVE_REGULATION_OF_PROTEIN_SECRETION,GO_BP,0.837510698,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,GO_BP,0.837510698,0.996273352,1,0.98482921,0.95682381,1
RNA_3END_PROCESSING,GO_BP,0.837510698,0.996273352,1,0.814761871,0.95682381,0.99288741
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,0.837510698,0.996273352,1,0.98482921,0.420433944,0.626226993
ESTABLISHMENT_OF_LOCALIZATION,GO_BP,0.839467348,0.996273352,1,0.90092769,0.674122498,0.415025806
ER+/HER2+ predictor,BRCA_PROG_SIG,0.846991307,0.996273352,1,0.98482921,0.95682381,0.28100228
NITROGEN_COMPOUND_METABOLIC_PROCESS,GO_BP,0.846991307,0.996273352,1,0.98482921,0.95682381,0.99288741
SPERMATID_DEVELOPMENT,GO_BP,0.846991307,0.996273352,1,1,0.95682381,0.99288741
VITAMIN_TRANSPORT,GO_BP,0.846991307,0.996273352,1,0.617753079,0.843095339,0.297710118
KEGG_FOCAL_ADHESION,KEGG,0.846991307,0.996273352,1,0.684644115,0.95682381,0.262307583
MAINTENANCE_OF_PROTEIN_LOCALIZATION,GO_BP,0.858548961,0.996273352,1,0.98482921,0.325668988,0.99288741
REGULATION_OF_CYTOKINE_SECRETION,GO_BP,0.867067671,0.996273352,1,0.98482921,0.11791005,0.450109181
ADAPTIVE_IMMUNE_RESPONSE_GO_0002460,GO_BP,0.87451412,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_SPHINGOLIPID_METABOLISM,KEGG,0.877951832,0.996273352,1,0.98482921,0.95682381,0.99288741
X11779835_HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE,CELL_TYPE_SPEC,0.878139032,0.996273352,1,0.98482921,0.95682381,0.99288741
AEROBIC_RESPIRATION,GO_BP,0.878139032,0.996273352,1,0.98482921,0.440284606,0.99288741
POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO_BP,0.878139032,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,GO_BP,0.878139032,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_NEUROGENESIS,GO_BP,0.878139032,0.996273352,1,0.98482921,0.925073548,0.99288741
RESPONSE_TO_NUTRIENT_LEVELS,GO_BP,0.878139032,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG,0.878139032,0.996273352,1,0.98482921,0.95682381,0.99288741
ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,GO_BP,0.886233455,0.996273352,1,0.371277138,0.927775393,0.99288741
AMINE_METABOLIC_PROCESS,GO_BP,0.897648961,0.996273352,1,0.98482921,0.95682381,0.99288741
CELL_RECOGNITION,GO_BP,0.897648961,0.996273352,1,0.784701748,0.95682381,0.312960003
EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO_BP,0.897648961,0.996273352,1,0.792782518,0.95682381,0.99288741
PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO_BP,0.897648961,0.996273352,1,0.98482921,0.391483245,0.99288741
PROTEIN_AMINO_ACID_PHOSPHORYLATION,GO_BP,0.897648961,0.996273352,1,0.638674016,0.95682381,0.99288741
SYNAPSE_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.897648961,0.996273352,1,0.792782518,0.212603182,0.99288741
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,KEGG,0.897648961,0.996273352,1,0.98482921,0.860116475,0.001725621
KEGG_FATTY_ACID_METABOLISM,KEGG,0.897648961,0.996273352,1,0.98482921,0.648886889,0.99288741
KEGG_LONG_TERM_DEPRESSION,KEGG,0.897648961,0.996273352,1,0.200361818,0.892882179,0.99288741
ICOSANOID_METABOLIC_PROCESS,GO_BP,0.901110085,0.996273352,1,1,0.95682381,0.99288741
CYTOKINE_PRODUCTION,GO_BP,0.903098893,0.996273352,1,0.98482921,0.153358735,0.99288741
REGULATION_OF_CYTOKINE_PRODUCTION,GO_BP,0.911689771,0.996273352,1,0.988882764,0.76102753,0.99288741
X20346151_LIM_2010_LUMINAL_PROGENITOR,CELL_TYPE_SPEC,0.921214209,0.996273352,1,0.98482921,0.95682381,1
INTRACELLULAR_PROTEIN_TRANSPORT,GO_BP,0.925146282,0.996273352,1,0.3645083,0.999691141,0.649490237
KEGG_ERBB_SIGNALING_PATHWAY,KEGG,0.926593086,0.996273352,1,0.805060402,0.95682381,0.99288741
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,0.926593086,0.996273352,1,0.98482921,0.352720346,0.99288741
CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO_BP,0.927325762,0.996273352,1,0.792782518,0.95682381,0.99288741
NUCLEOCYTOPLASMIC_TRANSPORT,GO_BP,0.928896139,0.996273352,1,0.98482921,0.95682381,0.99288741
LEUKOCYTE_MIGRATION,GO_BP,0.931578109,0.996273352,1,0.98482921,0.95682381,0.779778923
MUSCLE_CELL_DIFFERENTIATION,GO_BP,0.931578109,0.996273352,1,0.98482921,0.95682381,0.99288741
TRANSPORT,GO_BP,0.931578109,0.996273352,1,0.98482921,0.95682381,0.368393954
KEGG_ENDOCYTOSIS,KEGG,0.931578109,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,0.931578109,0.996273352,1,0.141216418,0.95682381,0.562950203
REGULATION_OF_ACTION_POTENTIAL,GO_BP,0.935619681,0.996273352,1,0.795067545,0.95682381,0.99288741
REGULATION_OF_CELL_DIFFERENTIATION,GO_BP,0.935619681,0.996273352,1,0.98482921,0.35963707,0.99288741
CELLULAR_POLYSACCHARIDE_METABOLIC_PROCESS,GO_BP,0.936667652,0.996273352,1,0.813512984,0.645794115,0.828029692
MAPKKK_CASCADE_GO_0000165,GO_BP,0.936667652,0.996273352,1,0.46187569,0.95682381,0.99288741
REGULATION_OF_SIGNAL_TRANSDUCTION,GO_BP,0.936667652,0.996273352,1,0.202459551,0.975640473,0.99288741
CARBOHYDRATE_METABOLIC_PROCESS,GO_BP,0.937703722,0.996273352,1,0.04457292,0.055937427,0.547562354
REGULATION_OF_BIOLOGICAL_QUALITY,GO_BP,0.938210597,0.996273352,1,0.98482921,0.433616516,0.434344
NUCLEAR_TRANSPORT,GO_BP,0.941282006,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,GO_BP,0.941282006,0.996273352,1,0.98482921,0.785453342,0.99288741
POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO_BP,0.941282006,0.996273352,1,0.990999045,0.95682381,0.99288741
REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,GO_BP,0.941282006,0.996273352,1,0.98482921,0.607742893,0.99288741
RESPONSE_TO_UV,GO_BP,0.941282006,0.996273352,1,0.619126726,0.95682381,0.450109181
PROTEIN_SECRETION,GO_BP,0.942579728,0.996273352,1,0.98482921,0.193900506,0.99288741
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,0.943202385,0.996273352,1,0.98482921,0.95682381,0.99288741
Smid 2006 (bone met),BRCA_PROG_SIG,0.947424303,0.996273352,1,0.98482921,0.95682381,0.524594481
MACROMOLECULAR_COMPLEX_DISASSEMBLY,GO_BP,0.948392385,0.996273352,1,0.840824927,0.822108512,0.99288741
NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO_BP,0.953256425,0.996273352,1,0.98482921,0.348031955,0.99288741
NEGATIVE_REGULATION_OF_TRANSCRIPTION,GO_BP,0.953256425,0.996273352,1,0.873016402,0.583876033,0.99288741
REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.953256425,0.996273352,1,0.98482921,0.381433687,0.99288741
CERAMIDE_METABOLIC_PROCESS,GO_BP,0.956469499,0.996273352,1,0.638422642,1,0.99288741
POST_TRANSLATIONAL_PROTEIN_MODIFICATION,GO_BP,0.956469499,0.996273352,1,0.228393919,0.95682381,0.99288741
TRICARBOXYLIC_ACID_CYCLE_INTERMEDIATE_METABOLIC_PROCESS,GO_BP,0.956469499,0.996273352,1,1,0.95682381,0.99288741
Biocarta IL13,BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,0.95682381,1
Biocarta IL4,BRCA_PROG_SIG,0.966614399,0.996273352,1,1,0.95682381,0.99288741
Bos 2009 (brain met cell line),BRCA_PROG_SIG,0.966614399,0.996273352,1,0.714479153,1,0.99288741
ER-/HER2- predictor,BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,0.596119909,0.99288741
ER+/her2E predictor  ,BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
Hu 2009 (distant met VEGF),BRCA_PROG_SIG,0.966614399,0.996273352,1,1,0.95682381,1
Smeets 2010 (lymph node positive),BRCA_PROG_SIG,0.966614399,0.996273352,1,0.805513151,1,0.99288741
Staff 2010 (HDPP),BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,0.776265867,0.99288741
Tosolini 2001 (B2 Th2),BRCA_PROG_SIG,0.966614399,0.996273352,1,1,0.95682381,0.99288741
Tosolini 2001 (C1 T regulatory),BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,1,0.99288741
Watkins 2009 (erythroblast),BRCA_PROG_SIG,0.966614399,0.996273352,1,0.98482921,0.951505746,0.99288741
X12756227_DONTU_2003_UNDIFFERENTIATED_CELLS,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.683651798,1.37E-13,0.846752752
X16540638_SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.638422642,0.95682381,0.99288741
X17308118_LU_TUMOR_ENDOTHELIAL_MARKERS,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.98482921,0.749260095,0.99288741
X20346151_LIM_2010_MATURE_LUMINAL,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
X21131600_CAMP_2010_UP_IN_RMFNOSUM149,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.912267743,0.95682381,0.99288741
X21131600_CAMP_2010_UP_IN_SUM149NOTRMF,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.921833274,9.90E-11,0.99288741
X21131600_CAMP_2010_UPONLYINMCF7NOTRBF,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.684644115,0.958815917,0.99288741
X21131600_CAMP_2010_UPONLYINRBFNOTMCF7,CELL_TYPE_SPEC,0.966614399,0.996273352,1,0.380039107,0.697653776,0.99288741
ACTIVATION_OF_MAPK_ACTIVITY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
AMINO_SUGAR_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.792782518,0.119735719,0.99288741
B_CELL_ACTIVATION,GO_BP,0.966614399,0.996273352,1,0.902362887,0.95682381,0.99288741
B_CELL_DIFFERENTIATION,GO_BP,0.966614399,0.996273352,1,0.792782518,0.95682381,0.99288741
BIOPOLYMER_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.805513151,0.95682381,0.99288741
CELL_CELL_ADHESION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.837652544,0.875295091
CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
CHROMATIN_ASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.956891426,0.95682381,0.99288741
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
CHROMATIN_MODIFICATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.595891093,0.108898304
COVALENT_CHROMATIN_MODIFICATION,GO_BP,0.966614399,0.996273352,1,0.792782518,0.95682381,0.99288741
ER_NUCLEAR_SIGNALING_PATHWAY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CHROMATIN_ARCHITECTURE,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.91809351
ESTABLISHMENT_OF_CELLULAR_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,0.378292307,0.95682381,0.99288741
ESTABLISHMENT_OF_VESICLE_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,1,0.95682381,0.99288741
EXOCYTOSIS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
FEEDING_BEHAVIOR,GO_BP,0.966614399,0.996273352,1,0.98482921,0.641067688,0.99288741
FOCAL_ADHESION_FORMATION,GO_BP,0.966614399,0.996273352,1,0.792782518,0.108029736,0.99288741
GENE_SILENCING,GO_BP,0.966614399,0.996273352,1,0.902111122,0.95682381,0.99288741
GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98714369,0.325137186,0.99288741
GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.005100239,0.99288741
GLYCOPROTEIN_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.684644115,0.197308286,0.99288741
HETEROPHILIC_CELL_ADHESION,GO_BP,0.966614399,0.996273352,1,1,0.776265867,0.99288741
I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,GO_BP,0.966614399,0.996273352,1,0.98482921,0.969947871,0.99288741
INACTIVATION_OF_MAPK_ACTIVITY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,1
INNATE_IMMUNE_RESPONSE,GO_BP,0.966614399,0.996273352,1,1,0.880638212,0.827065406
INTERCELLULAR_JUNCTION_ASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.136273733,0.99288741
INTERLEUKIN_1_SECRETION,GO_BP,0.966614399,0.996273352,1,1,0.95682381,0.99288741
JNK_CASCADE,GO_BP,0.966614399,0.996273352,1,0.81142022,0.95682381,0.99288741
MACROMOLECULE_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,0.805513151,0.975640473,0.903890047
MAINTENANCE_OF_CELLULAR_PROTEIN_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.151808818,1
MEMBRANE_FUSION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
MITOCHONDRIAL_TRANSPORT,GO_BP,0.966614399,0.996273352,1,0.98482921,0.196037019,0.99288741
NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,1
NEGATIVE_REGULATION_OF_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.352720346,0.99288741
NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.660360014,0.99288741
NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.196037019,0.99288741
NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.757425245,0.95682381,1
NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION,GO_BP,0.966614399,0.996273352,1,0.956891426,0.95682381,0.99288741
NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT,GO_BP,0.966614399,0.996273352,1,0.468790889,0.95682381,0.99288741
NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
PEPTIDYL_AMINO_ACID_MODIFICATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.997362405
POSITIVE_REGULATION_OF_ANGIOGENESIS,GO_BP,0.966614399,0.996273352,1,0.990999045,0.95682381,0.99288741
POSITIVE_REGULATION_OF_CELL_ADHESION,GO_BP,0.966614399,0.996273352,1,0.80013841,0.95682381,1
POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_TRANSPORT,GO_BP,0.966614399,0.996273352,1,0.98482921,0.815113108,0.99288741
PROTEIN_COMPLEX_DISASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.917161567,0.95682381,0.99288741
PROTEIN_DNA_COMPLEX_ASSEMBLY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
PROTEIN_EXPORT_FROM_NUCLEUS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.564728466,1
PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION,GO_BP,0.966614399,0.996273352,1,1,0.333491843,0.440000152
PROTEIN_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,0.638422642,0.95682381,0.99288741
PROTEIN_MATURATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.789670206
PROTEIN_MODIFICATION_PROCESS,GO_BP,0.966614399,0.996273352,1,0.197011114,0.95682381,0.99288741
PROTEIN_OLIGOMERIZATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.965054525,0.99288741
PROTEIN_TETRAMERIZATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
PROTEIN_TRANSPORT,GO_BP,0.966614399,0.996273352,1,0.834552975,0.975640473,0.875295091
RAS_PROTEIN_SIGNAL_TRANSDUCTION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
REGIONALIZATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_AXONOGENESIS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.232651091,0.99288741
REGULATION_OF_CATABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.551552716,0.95682381,0.99288741
REGULATION_OF_DEFENSE_RESPONSE,GO_BP,0.966614399,0.996273352,1,1,0.95682381,0.99288741
REGULATION_OF_ENDOCYTOSIS,GO_BP,0.966614399,0.996273352,1,0.884201738,0.95682381,1
REGULATION_OF_GENE_SPECIFIC_TRANSCRIPTION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.671959414,0.99288741
