	NormDegree	StromaNorm	EpiNorm	BrPDegree	StromaBrP	EpiBrP	BrNDegree	StromaBrN	EpiBrN	norm.self	erp.self	ern.self
ATAD2	0	0	0	4	1	3	20	1	19	0	0	0
NDUFAB1	2	0	2	2	2	0	7	5	2	0	0	0
C2orf3	4	2	2	3	0	3	0	0	0	0	0	0
TTF2	9	9	0	1	1	0	0	0	0	0	0	0
LYPLA2	2	1	1	0	0	0	0	0	0	0	0	0
OFD1	1	0	1	0	0	0	0	0	0	0	0	0
PEX3	1	0	1	0	0	0	0	0	0	0	0	0
GALT	0	0	0	1	0	1	0	0	0	0	0	0
PTPRO	0	0	0	2	0	2	6	0	6	0	0	0
NUP37	0	0	0	1	0	1	3	0	3	0	0	0
CLPX	0	0	0	3	2	1	1	0	1	0	0	0
PELO	19	19	0	5	4	1	0	0	0	0	0	0
HEXB	2	2	0	0	0	0	7	7	0	0	0	0
KARS	19	19	0	1	1	0	3	1	2	0	0	0
PPP2R2A	0	0	0	3	0	3	0	0	0	0	0	0
DLG3	0	0	0	3	2	1	1	1	0	0	0	0
KIAA0020	0	0	0	5	4	1	0	0	0	0	0	0
DLAT	0	0	0	1	0	1	0	0	0	0	0	0
BAG3	7	7	0	2	2	0	0	0	0	0	0	0
PPAT	0	0	0	0	0	0	2	0	2	0	0	0
PPP2R1B	2	1	1	1	0	1	0	0	0	0	0	0
BCL11B	0	0	0	0	0	0	1	0	1	0	0	0
CDC25A	0	0	0	5	0	5	16	2	14	0	0	0
PPP1R13B	3	3	0	0	0	0	0	0	0	0	0	0
CXCL14	3	0	3	0	0	0	0	0	0	0	0	0
LSM6	0	0	0	1	0	1	1	0	1	0	0	0
ADORA2B	0	0	0	1	0	1	0	0	0	0	0	0
CAST	0	0	0	1	1	0	0	0	0	0	0	0
SKIV2L2	1	0	1	0	0	0	1	0	1	0	0	0
LTA4H	1	0	1	0	0	0	0	0	0	0	0	0
SKP2	4	0	4	8	7	1	3	0	3	0	0	0
PLSCR3	1	0	1	1	0	1	0	0	0	0	0	0
PRKCI	0	0	0	1	0	1	0	0	0	0	0	0
MARK3	1	0	1	1	0	1	0	0	0	0	0	0
METAP1	13	13	0	9	7	2	1	0	1	0	0	0
CRLF3	0	0	0	1	1	0	2	1	1	0	0	0
DDX47	0	0	0	0	0	0	1	0	1	0	0	0
PTS	5	5	0	1	1	0	2	0	2	0	0	0
YTHDC2	1	0	1	0	0	0	0	0	0	0	0	0
STX16	0	0	0	3	1	2	1	1	0	0	0	0
FBXO28	0	0	0	2	1	1	1	1	0	0	0	0
IMPA1	1	1	0	0	0	0	7	0	7	0	0	0
TUBB6	0	0	0	1	1	0	0	0	0	0	0	0
PEG10	39	23	16	3	2	1	3	2	1	1	1	1
PIP	1	1	0	2	1	1	4	2	2	0	1	1
PSMD3	8	8	0	9	4	5	9	7	2	0	1	1
FAM118A	7	6	1	2	1	1	2	1	1	0	1	1
GRB14	2	2	0	2	1	1	2	1	1	0	1	1
DHRS2	3	2	1	4	2	2	4	2	2	0	1	1
CKS1B	1	1	0	7	5	2	25	8	17	0	1	1
ISG15	1	1	0	28	16	12	10	4	6	0	1	1
THBS4	4	1	3	2	1	1	4	1	3	0	1	1
UGT2B28	1	1	0	4	3	1	4	1	3	0	1	1
SCGB1D2	5	2	3	3	1	2	3	2	1	0	1	1
MGP	4	1	3	7	6	1	3	1	2	0	1	1
TMPRSS3	4	1	3	3	1	2	3	2	1	0	1	1
IFIT1	1	1	0	31	14	17	19	7	12	0	1	1
G3BP1	1	1	0	2	1	1	4	3	1	0	1	1
PNMT	2	1	1	2	1	1	3	1	2	0	1	1
HN1	1	1	0	7	4	3	11	8	3	0	1	1
EFCAB2	2	1	1	2	1	1	6	2	4	0	1	1
GALNT7	1	1	0	5	2	3	3	2	1	0	1	1
C6orf108	1	1	0	2	1	1	18	9	9	0	1	1
CXCL13	6	0	6	8	4	4	10	1	9	0	1	1
MAOB	6	0	6	2	1	1	2	1	1	0	1	1
AGT	4	0	4	4	1	3	2	1	1	0	1	1
ELF5	1	0	1	3	1	2	4	3	1	0	1	1
SCGB2A2	2	0	2	5	4	1	4	1	3	0	1	1
USP25	1	0	1	4	1	3	3	1	2	0	1	1
NME5	1	0	1	8	4	4	4	2	2	0	1	1
MX1	1	0	1	24	6	18	14	6	8	0	1	1
CYC1	1	0	1	5	1	4	26	5	21	0	1	1
NLRP2	1	0	1	2	1	1	2	1	1	0	1	1
ANP32E	1	0	1	7	4	3	8	6	2	0	1	1
PDE4DIP	1	0	1	2	1	1	7	3	4	0	1	1
ODAM	1	0	1	5	2	3	3	1	2	0	1	1
IFI6	3	0	3	22	15	7	5	2	3	0	1	1
CRABP1	1	0	1	2	1	1	6	4	2	0	1	1
MUC1	1	0	1	2	1	1	2	1	1	0	1	1
ORM1	1	0	1	3	2	1	7	3	4	0	1	1
FAM5C	0	0	0	8	1	7	16	13	3	0	1	1
HCP5	0	0	0	19	10	9	10	7	3	0	1	1
IFI27	0	0	0	25	16	9	9	7	2	0	1	1
MYBPC1	0	0	0	4	2	2	3	1	2	0	1	1
GSDMB	0	0	0	9	4	5	4	2	2	0	1	1
S100P	0	0	0	3	2	1	6	4	2	0	1	1
DIO1	0	0	0	5	4	1	2	1	1	0	1	1
PRR11	0	0	0	10	1	9	10	8	2	0	1	1
RAP1GDS1	0	0	0	4	3	1	3	1	2	0	1	1
COCH	0	0	0	3	1	2	4	1	3	0	1	1
BOLA1	0	0	0	6	5	1	26	7	19	0	1	1
COL2A1	0	0	0	12	3	9	2	1	1	0	1	1
TXNL4A	0	0	0	12	9	3	24	13	11	0	1	1
SERPINA1	0	0	0	2	1	1	3	2	1	0	1	1
RAD51AP1	0	0	0	28	8	20	14	1	13	0	1	1
PKP1	0	0	0	12	8	4	12	7	5	0	1	1
CLDN8	0	0	0	4	2	2	3	1	2	0	1	1
SULT4A1	0	0	0	3	1	2	6	3	3	0	1	1
TRIP13	0	0	0	28	12	16	17	3	14	0	1	1
TSPAN31	0	0	0	11	7	4	2	1	1	0	1	1
NDRG2	0	0	0	5	1	4	3	2	1	0	1	1
TOM1L1	0	0	0	4	3	1	5	4	1	0	1	1
TAP1	0	0	0	16	9	7	7	4	3	0	1	1
SF3B3	0	0	0	4	3	1	15	11	4	0	1	1
TRIP6	0	0	0	4	3	1	2	1	1	0	1	1
NGFRAP1	0	0	0	4	1	3	6	5	1	0	1	1
COL9A3	0	0	0	5	4	1	2	1	1	0	1	1
HSPA2	0	0	0	2	1	1	2	1	1	0	1	1
HLA.DQA1	0	0	0	2	1	1	2	1	1	0	1	1
OPHN1	0	0	0	5	3	2	14	5	9	0	1	1
RNF43	0	0	0	5	3	2	6	1	5	0	1	1
RBP1	0	0	0	3	2	1	2	1	1	0	1	1
COMMD3	0	0	0	3	1	2	4	2	2	0	1	1
FABP4	0	0	0	3	2	1	3	2	1	0	1	1
NECAB3	0	0	0	16	2	14	4	2	2	0	1	1
LBP	0	0	0	2	1	1	9	4	5	0	1	1
BIRC5	1	1	0	9	5	4	31	28	3	0	1	1
PFDN2	15	15	0	0	0	0	26	4	22	0	0	1
SERPINA5	16	16	0	1	1	0	2	1	1	0	0	1
NCF4	16	16	0	6	0	6	6	2	4	0	0	1
ABI3BP	43	43	0	0	0	0	20	3	17	0	0	1
THOC6	7	7	0	1	0	1	2	1	1	0	0	1
DIP2A	3	1	2	4	1	3	21	3	18	0	0	1
FUT3	7	7	0	0	0	0	5	4	1	0	0	1
ATP5G1	5	5	0	3	0	3	14	6	8	0	0	1
NVL	2	2	0	1	0	1	5	4	1	0	0	1
IRAK1	5	5	0	0	0	0	6	3	3	0	0	1
POU4F1	1	1	0	6	6	0	2	1	1	0	0	1
NSDHL	10	10	0	1	0	1	4	2	2	0	0	1
RAD21	1	1	0	0	0	0	13	11	2	0	0	1
LDHA	3	2	1	1	0	1	4	2	2	1	0	1
DLK1	4	3	1	8	0	8	6	1	5	0	0	1
PLIN2	3	2	1	0	0	0	4	2	2	0	0	1
TES	2	2	0	4	2	2	3	1	2	0	0	1
BCAT1	6	1	5	3	3	0	5	1	4	0	0	1
ATP2B2	1	1	0	0	0	0	10	1	9	0	0	1
RNMTL1	4	4	0	1	0	1	3	2	1	0	0	1
CDH19	5	3	2	0	0	0	3	1	2	0	0	1
SOX10	1	1	0	6	0	6	5	2	3	0	0	1
KRT86	5	5	0	4	4	0	3	1	2	0	0	1
TMEM147	3	3	0	3	3	0	12	2	10	0	0	1
KPNA2	1	1	0	6	0	6	11	9	2	0	0	1
TIPIN	3	2	1	2	0	2	9	3	6	0	0	1
HIST2H2AA3	1	1	0	0	0	0	12	5	7	0	0	1
ERAL1	6	5	1	2	1	1	2	1	1	0	0	1
TRIM28	7	6	1	0	0	0	18	4	14	0	0	1
SLC2A1	2	2	0	2	1	1	10	4	6	0	0	1
FANCE	1	1	0	0	0	0	10	5	5	0	0	1
ALG3	3	3	0	0	0	0	7	3	4	0	0	1
PCK2	1	1	0	2	0	2	2	1	1	0	0	1
RPRD1A	2	2	0	3	3	0	25	1	24	0	0	1
SSBP1	1	1	0	1	1	0	36	29	7	0	0	1
HIST1H2AD	1	1	0	2	1	1	7	2	5	0	0	1
FCGRT	1	1	0	2	1	1	5	3	2	0	0	1
RP2	1	1	0	0	0	0	5	2	3	0	0	1
EFHD1	6	2	4	1	0	1	4	2	2	0	0	1
PNPLA4	1	1	0	1	1	0	2	1	1	0	0	1
EMG1	1	1	0	0	0	0	12	8	4	0	0	1
DAP3	3	1	2	1	1	0	46	38	8	0	0	1
TMSB15A	2	2	0	5	5	0	39	33	6	0	0	1
MB	2	2	0	0	0	0	3	2	1	0	0	1
UBE2E1	1	1	0	0	0	0	4	2	2	0	0	1
GZMB	1	1	0	20	11	9	13	6	7	0	0	1
HEXA	1	1	0	0	0	0	6	5	1	0	0	1
SPN	1	1	0	6	3	3	23	13	10	0	0	1
IDH2	2	2	0	0	0	0	7	6	1	0	0	1
ODC1	2	2	0	0	0	0	4	3	1	0	0	1
C17orf81	1	1	0	0	0	0	2	1	1	0	0	1
ACTL6A	1	1	0	2	0	2	10	4	6	0	0	1
CNTN6	2	1	1	2	1	1	6	4	2	0	0	1
KIAA0802	1	1	0	2	2	0	3	1	2	0	0	1
DNALI1	1	1	0	2	2	0	3	1	2	0	0	1
CCNF	2	2	0	1	0	1	13	9	4	0	0	1
TEX2	6	1	5	0	0	0	2	1	1	0	0	1
POLR2C	1	1	0	1	1	0	6	3	3	0	0	1
DHTKD1	2	1	1	3	3	0	5	3	2	0	0	1
FAM136A	2	2	0	0	0	0	9	7	2	0	0	1
DPP4	1	1	0	2	0	2	3	2	1	0	0	1
COX6B1	1	1	0	2	1	1	9	6	3	0	0	1
DIO2	1	1	0	3	3	0	6	3	3	0	0	1
LHX2	2	2	0	0	0	0	2	1	1	0	0	1
MT1E	4	1	3	0	0	0	3	1	2	0	0	1
LACTB2	1	1	0	1	0	1	4	3	1	0	0	1
WDHD1	2	1	1	2	1	1	15	8	7	0	0	1
SEPX1	1	1	0	0	0	0	5	4	1	0	0	1
RAI1	1	1	0	1	1	0	7	2	5	0	0	1
OGN	1	1	0	5	0	5	11	3	8	0	0	1
STX1A	1	1	0	0	0	0	4	1	3	0	0	1
ME1	1	1	0	0	0	0	2	1	1	0	0	1
MMP10	1	1	0	2	0	2	8	3	5	0	0	1
LPAR4	5	0	5	0	0	0	11	4	7	0	0	1
SH2D4A	6	0	6	0	0	0	4	2	2	0	0	1
POLR2K	4	0	4	1	1	0	16	9	7	0	0	1
TGFB3	1	0	1	0	0	0	3	2	1	0	0	1
MED24	12	0	12	1	0	1	7	5	2	0	0	1
SAGE1	7	0	7	0	0	0	36	35	1	0	0	1
CCRL2	1	0	1	0	0	0	9	4	5	0	0	1
TAP2	11	0	11	4	2	2	2	1	1	0	0	1
CENPN	4	0	4	8	0	8	3	1	2	0	0	1
PDK2	6	0	6	0	0	0	3	2	1	0	0	1
MRPS18A	1	0	1	0	0	0	7	3	4	0	0	1
PADI3	3	0	3	0	0	0	10	9	1	0	0	1
FOXG1	1	0	1	0	0	0	8	1	7	0	0	1
OXCT1	1	0	1	0	0	0	13	5	8	0	0	1
ZNF7	1	0	1	2	2	0	4	1	3	0	0	1
ACTG2	9	0	9	2	0	2	4	3	1	0	0	1
ARL4A	1	0	1	1	0	1	3	1	2	0	0	1
PRELP	2	0	2	1	0	1	4	2	2	0	0	1
IGF1	1	0	1	1	0	1	25	5	20	0	0	1
SMARCE1	1	0	1	0	0	0	2	1	1	0	0	1
HELLS	1	0	1	4	0	4	3	1	2	0	0	1
C1QTNF3	1	0	1	1	0	1	2	1	1	0	0	1
UBQLN4	1	0	1	3	2	1	10	2	8	0	0	1
GPR137B	3	0	3	1	1	0	3	2	1	0	0	1
ICT1	1	0	1	2	0	2	3	2	1	0	0	1
SUPT5H	1	0	1	0	0	0	5	3	2	0	0	1
MT1F	5	0	5	0	0	0	8	6	2	0	0	1
AIM2	2	0	2	15	14	1	4	3	1	0	0	1
ERBB2	1	0	1	4	3	1	7	5	2	0	0	1
PSME1	1	0	1	2	1	1	2	1	1	0	0	1
IGSF3	1	0	1	1	1	0	8	5	3	0	0	1
CYCS	2	0	2	0	0	0	7	6	1	0	0	1
PTN	1	0	1	0	0	0	7	2	5	0	0	1
PPFIBP1	1	0	1	1	1	0	3	1	2	0	0	1
VRK1	1	0	1	1	1	0	14	7	7	0	0	1
CPZ	2	0	2	0	0	0	10	7	3	0	0	1
LY6D	1	0	1	3	1	2	16	7	9	0	0	1
KCNV1	3	0	3	0	0	0	4	3	1	0	0	1
TNFRSF10B	1	0	1	0	0	0	3	1	2	0	0	1
VWA1	1	0	1	2	0	2	3	2	1	0	0	1
ASL	1	0	1	9	1	8	2	1	1	0	0	1
NKX2.2	1	0	1	1	1	0	8	5	3	0	0	1
TIMM8A	2	0	2	6	1	5	2	1	1	0	0	1
COL4A4	1	0	1	2	2	0	16	11	5	0	0	1
IMPA2	1	0	1	1	0	1	28	5	23	0	0	1
NUP93	1	0	1	0	0	0	13	9	4	0	0	1
KHDRBS3	1	0	1	1	0	1	3	2	1	0	0	1
PAX6	1	0	1	1	1	0	4	1	3	0	0	1
CBS	1	0	1	0	0	0	4	1	3	0	0	1
FRZB	1	0	1	1	0	1	5	2	3	0	0	1
RYR1	1	0	1	1	0	1	4	2	2	0	0	1
CBR4	1	0	1	2	0	2	2	1	1	0	0	1
USP1	1	0	1	3	3	0	33	12	21	0	0	1
PCP4	1	0	1	2	1	1	11	2	9	0	0	1
MTRF1L	1	0	1	1	0	1	2	1	1	0	0	1
EZH2	1	0	1	2	1	1	47	45	2	0	0	1
GATA2	2	0	2	3	2	1	3	1	2	0	0	1
GNAI1	1	0	1	0	0	0	2	1	1	0	0	1
MTCH1	1	0	1	1	1	0	4	3	1	0	0	1
SLC12A2	0	0	0	4	3	1	12	10	2	0	0	1
DLGAP5	0	0	0	25	25	0	43	11	32	0	0	1
TNFRSF17	0	0	0	9	8	1	6	3	3	0	0	1
OASL	0	0	0	19	2	17	16	3	13	0	0	1
TTC27	0	0	0	1	1	0	7	2	5	0	0	1
DPEP2	0	0	0	4	4	0	8	3	5	0	0	1
FUT9	0	0	0	28	2	26	2	1	1	0	0	1
KRT7	0	0	0	2	2	0	8	3	5	0	0	1
MELK	0	0	0	26	20	6	27	8	19	0	0	1
PRPF6	0	0	0	4	4	0	12	2	10	0	0	1
MCM6	0	0	0	6	1	5	12	3	9	0	0	1
FOXC1	0	0	0	6	2	4	5	4	1	0	0	1
UBE2O	0	0	0	3	3	0	2	1	1	0	0	1
TATDN2	0	0	0	3	2	1	3	1	2	0	0	1
GLDC	0	0	0	2	2	0	2	1	1	0	0	1
ART3	0	0	0	3	3	0	2	1	1	0	0	1
XK	0	0	0	1	1	0	18	1	17	0	0	1
IFI35	0	0	0	4	1	3	6	2	4	0	0	1
OIP5	0	0	0	7	1	6	33	3	30	0	0	1
RARRES1	0	0	0	2	1	1	3	2	1	0	0	1
MAEA	0	0	0	2	2	0	10	6	4	0	0	1
CRISP3	0	0	0	3	1	2	2	1	1	0	0	1
C8orf33	0	0	0	1	1	0	16	5	11	0	0	1
CGA	0	0	0	6	4	2	7	2	5	0	0	1
CHI3L2	0	0	0	1	1	0	7	6	1	0	0	1
DAZAP1	0	0	0	6	6	0	8	3	5	0	0	1
PFKP	0	0	0	6	5	1	4	3	1	0	0	1
TPTE	0	0	0	7	5	2	2	1	1	0	0	1
COMMD8	0	0	0	3	3	0	2	1	1	0	0	1
UBE2M	0	0	0	3	2	1	7	1	6	0	0	1
NEK2	0	0	0	5	3	2	3	1	2	0	0	1
ETV6	0	0	0	4	2	2	3	2	1	0	0	1
LAPTM4B	0	0	0	2	1	1	9	3	6	0	0	1
LOC81691	0	0	0	2	2	0	2	1	1	0	0	1
DDIT4	0	0	0	1	1	0	2	1	1	0	0	1
SMARCA4	0	0	0	2	1	1	4	2	2	0	0	1
KIF23	0	0	0	19	2	17	32	5	27	0	0	1
ACACA	0	0	0	1	1	0	4	2	2	0	0	1
TMEM177	0	0	0	2	1	1	9	3	6	0	0	1
MOGS	0	0	0	4	2	2	7	3	4	0	0	1
TUBA4A	0	0	0	7	1	6	18	16	2	0	0	1
PRPF31	0	0	0	4	3	1	3	2	1	0	0	1
HRASLS	0	0	0	5	4	1	6	2	4	0	0	1
BTG3	0	0	0	2	2	0	4	3	1	0	0	1
CLU	0	0	0	1	1	0	3	1	2	0	0	1
CRYZ	0	0	0	3	3	0	2	1	1	0	0	1
TBX10	0	0	0	6	4	2	2	1	1	0	0	1
BCKDK	0	0	0	2	2	0	3	2	1	0	0	1
ARRB2	0	0	0	2	2	0	4	3	1	0	0	1
PCNA	0	0	0	2	1	1	11	10	1	0	0	1
STYK1	0	0	0	2	1	1	6	2	4	0	0	1
AMD1	0	0	0	1	1	0	3	2	1	0	0	1
TREM2	0	0	0	1	1	0	13	8	5	0	0	1
DEFB1	0	0	0	6	1	5	4	2	2	0	0	1
CKS2	0	0	0	6	2	4	39	7	32	0	0	1
DHRS7B	0	0	0	2	2	0	2	1	1	0	0	1
ECHDC3	0	0	0	2	1	1	9	3	6	0	0	1
SH3GL3	0	0	0	3	2	1	7	1	6	0	0	1
TLR1	0	0	0	2	1	1	3	1	2	0	0	1
SLC11A1	0	0	0	1	1	0	2	1	1	0	0	1
IL27RA	0	0	0	1	1	0	2	1	1	0	0	1
EXTL1	0	0	0	1	1	0	4	2	2	0	0	1
LHFPL2	0	0	0	1	1	0	3	2	1	0	0	1
FOXD1	0	0	0	3	1	2	6	3	3	0	0	1
CYB561	0	0	0	2	1	1	2	1	1	0	0	1
SOAT1	0	0	0	1	1	0	3	1	2	0	0	1
NMB	0	0	0	7	0	7	5	4	1	0	0	1
TACSTD2	0	0	0	5	0	5	6	5	1	0	0	1
HLA.A	0	0	0	4	0	4	3	1	2	0	0	1
RFC5	0	0	0	2	0	2	18	4	14	0	0	1
FGG	0	0	0	1	0	1	3	2	1	0	0	1
FAM162A	0	0	0	1	0	1	4	3	1	0	0	1
FASN	0	0	0	2	0	2	2	1	1	0	0	1
EIF4H	0	0	0	1	0	1	3	1	2	0	0	1
BMS1	0	0	0	1	0	1	2	1	1	0	0	1
KCNJ15	0	0	0	2	0	2	14	4	10	0	0	1
IGF2BP2	0	0	0	1	0	1	2	1	1	0	0	1
PSMB8	0	0	0	1	0	1	5	2	3	0	0	1
NUP98	0	0	0	1	0	1	2	1	1	0	0	1
B4GALT3	0	0	0	2	0	2	17	8	9	0	0	1
SOX9	0	0	0	1	0	1	6	3	3	0	0	1
MT2A	0	0	0	1	0	1	4	3	1	0	0	1
GFER	0	0	0	2	0	2	7	5	2	0	0	1
CDC6	0	0	0	1	0	1	10	2	8	0	0	1
MCM7	0	0	0	1	0	1	25	12	13	0	0	1
PUF60	0	0	0	4	0	4	39	27	12	0	0	1
PAICS	0	0	0	3	0	3	4	3	1	0	0	1
CHODL	0	0	0	3	0	3	6	4	2	0	0	1
EFNA1	0	0	0	1	0	1	9	5	4	0	0	1
CD83	0	0	0	2	0	2	2	1	1	0	0	1
PGAP3	0	0	0	1	0	1	8	7	1	0	0	1
LDHB	0	0	0	1	0	1	3	2	1	0	0	1
SERPINB7	0	0	0	1	0	1	4	1	3	0	0	1
LCN2	0	0	0	0	0	0	4	1	3	0	0	1
SH3GL2	0	0	0	0	0	0	4	3	1	0	0	1
HPGD	0	0	0	0	0	0	7	6	1	0	0	1
SNRPD1	0	0	0	0	0	0	36	18	18	0	0	1
GPR183	0	0	0	0	0	0	7	6	1	0	0	1
BDH1	0	0	0	0	0	0	8	7	1	0	0	1
CDK13	0	0	0	0	0	0	9	4	5	0	0	1
CLEC3B	0	0	0	0	0	0	5	4	1	0	0	1
NOTCH2NL	0	0	0	0	0	0	16	8	8	0	0	1
LY75	0	0	0	0	0	0	3	2	1	0	0	1
HIST3H2A	0	0	0	0	0	0	8	4	4	0	0	1
STEAP3	0	0	0	0	0	0	4	3	1	0	0	1
ZNF253	0	0	0	0	0	0	7	4	3	0	0	1
CDKN2A	0	0	0	0	0	0	19	17	2	0	0	1
PDCD5	0	0	0	0	0	0	12	4	8	0	0	1
C1orf61	0	0	0	0	0	0	16	12	4	0	0	1
VPS72	0	0	0	0	0	0	29	11	18	0	0	1
NOP14	0	0	0	0	0	0	6	3	3	0	0	1
MCM3AP.AS1	0	0	0	0	0	0	6	2	4	0	0	1
HMGCS2	0	0	0	0	0	0	8	6	2	0	0	1
MMP13	0	0	0	0	0	0	2	1	1	0	0	1
MRPL24	0	0	0	0	0	0	30	15	15	0	0	1
METTL13	0	0	0	0	0	0	33	4	29	0	0	1
ORC3	0	0	0	0	0	0	3	1	2	0	0	1
RBM10	0	0	0	0	0	0	7	3	4	0	0	1
UBAP2L	0	0	0	0	0	0	6	5	1	0	0	1
MT1G	0	0	0	0	0	0	7	4	3	0	0	1
DNAJC10	0	0	0	0	0	0	4	3	1	0	0	1
CTTN	0	0	0	0	0	0	3	2	1	0	0	1
TFAP2C	0	0	0	0	0	0	7	6	1	0	0	1
CYB5R2	0	0	0	0	0	0	6	5	1	0	0	1
CENPQ	0	0	0	0	0	0	6	3	3	0	0	1
SDHC	0	0	0	0	0	0	10	4	6	0	0	1
KRT19	0	0	0	0	0	0	4	3	1	0	0	1
LRFN3	0	0	0	0	0	0	3	1	2	0	0	1
SPON1	0	0	0	0	0	0	8	6	2	0	0	1
TMEM134	0	0	0	0	0	0	3	2	1	0	0	1
TFR2	0	0	0	0	0	0	3	1	2	0	0	1
SOX11	0	0	0	0	0	0	5	3	2	0	0	1
SFT2D2	0	0	0	0	0	0	7	1	6	0	0	1
BTBD1	0	0	0	0	0	0	3	1	2	0	0	1
WBSCR22	0	0	0	0	0	0	9	5	4	0	0	1
NOP16	0	0	0	0	0	0	5	2	3	0	0	1
TP63	0	0	0	0	0	0	3	1	2	0	0	1
POLH	0	0	0	0	0	0	2	1	1	0	0	1
KMO	0	0	0	0	0	0	2	1	1	0	0	1
CYP2J2	0	0	0	0	0	0	2	1	1	0	0	1
CLEC2B	0	0	0	0	0	0	4	1	3	0	0	1
ITFG1	0	0	0	0	0	0	2	1	1	0	0	1
SCNN1B	0	0	0	0	0	0	2	1	1	0	0	1
CD68	0	0	0	0	0	0	5	1	4	0	0	1
MCTP1	0	0	0	0	0	0	4	1	3	0	0	1
FAM57A	0	0	0	0	0	0	3	2	1	0	0	1
GTPBP6	0	0	0	0	0	0	2	1	1	0	0	1
PHKB	0	0	0	0	0	0	2	1	1	0	0	1
EDN2	0	0	0	0	0	0	3	1	2	0	0	1
PLCL1	27	26	1	4	3	1	7	1	6	0	1	0
OAS2	21	20	1	20	2	18	2	0	2	0	1	0
ASPM	51	51	0	31	18	13	15	3	12	0	1	0
ADAM2	22	21	1	5	1	4	3	3	0	0	1	0
TRH	10	8	2	5	3	2	0	0	0	0	1	0
COL6A3	4	4	0	8	3	5	2	2	0	0	1	0
RPS26	2	1	1	2	1	1	0	0	0	1	1	0
SLC28A3	20	20	0	5	4	1	5	5	0	0	1	0
GSTM3	5	5	0	3	2	1	0	0	0	0	1	0
SLC47A1	4	4	0	5	2	3	0	0	0	0	1	0
GATM	7	4	3	2	1	1	0	0	0	0	1	0
GSTT1	4	3	1	10	9	1	0	0	0	1	1	0
UBE2Z	12	11	1	3	2	1	2	0	2	0	1	0
CEACAM6	3	1	2	3	1	2	4	4	0	0	1	0
CP110	13	11	2	5	4	1	2	1	1	0	1	0
CHCHD7	2	2	0	3	2	1	0	0	0	0	1	0
ST3GAL1	2	2	0	2	1	1	0	0	0	0	1	0
CASC1	1	1	0	4	3	1	3	0	3	0	1	0
CXCL11	28	2	26	13	10	3	2	0	2	0	1	0
KLKB1	2	2	0	7	6	1	1	0	1	0	1	0
SCGN	15	10	5	28	13	15	0	0	0	0	1	0
RBM12B	9	9	0	2	1	1	1	0	1	0	1	0
COL11A1	12	12	0	2	1	1	0	0	0	0	1	0
TCN1	11	11	0	3	1	2	5	5	0	0	1	0
ACSBG1	10	8	2	8	3	5	3	2	1	0	1	0
TFG	5	2	3	2	1	1	0	0	0	0	1	0
PSD3	2	1	1	2	1	1	0	0	0	0	1	0
ESPL1	2	2	0	20	11	9	0	0	0	0	1	0
NOX4	7	7	0	5	3	2	0	0	0	0	1	0
ABHD3	9	9	0	2	1	1	0	0	0	0	1	0
STIL	9	9	0	15	9	6	15	12	3	0	1	0
LY6E	2	2	0	3	2	1	6	2	4	0	1	0
MICALL1	3	2	1	10	8	2	2	2	0	0	1	0
SSFA2	2	2	0	2	1	1	0	0	0	0	1	0
TPX2	3	2	1	33	23	10	3	0	3	0	1	0
ADIPOR2	2	1	1	4	1	3	0	0	0	0	1	0
H2AFZ	2	2	0	9	8	1	5	3	2	0	1	0
ZIC1	2	2	0	15	11	4	3	3	0	0	1	0
COBL	1	1	0	3	1	2	0	0	0	0	1	0
CILP	17	17	0	10	6	4	2	2	0	0	1	0
DVL3	4	2	2	5	3	2	1	0	1	0	1	0
MFAP1	1	1	0	5	3	2	0	0	0	0	1	0
DDX60	9	9	0	18	12	6	4	3	1	0	1	0
COL16A1	25	25	0	4	1	3	0	0	0	0	1	0
PRAME	5	4	1	2	1	1	0	0	0	0	1	0
HMGCS1	6	3	3	2	1	1	0	0	0	0	1	0
RNASE4	21	1	20	6	2	4	2	2	0	0	1	0
SDCBP	1	1	0	5	1	4	0	0	0	0	1	0
SPAG16	1	1	0	5	2	3	0	0	0	0	1	0
HLA.DRA	3	3	0	2	1	1	2	0	2	0	1	0
RAD23A	5	3	2	3	2	1	2	2	0	0	1	0
MARS	1	1	0	9	2	7	4	4	0	0	1	0
BAG1	1	1	0	3	2	1	0	0	0	0	1	0
RERE	11	7	4	7	5	2	0	0	0	0	1	0
MAD2L1	1	1	0	34	28	6	11	8	3	0	1	0
PLCB1	2	2	0	2	1	1	0	0	0	0	1	0
DMD	10	1	9	3	1	2	0	0	0	0	1	0
KIF20A	1	1	0	52	29	23	43	6	37	0	1	0
EIF2S3	8	4	4	2	1	1	0	0	0	0	1	0
BNIP3	1	1	0	2	1	1	0	0	0	0	1	0
DNAJC12	2	2	0	5	3	2	0	0	0	0	1	0
AURKA	1	1	0	24	18	6	29	29	0	0	1	0
RET	1	1	0	2	1	1	0	0	0	0	1	0
LRPAP1	1	1	0	8	2	6	0	0	0	0	1	0
IGFBP5	1	1	0	2	1	1	0	0	0	0	1	0
FAM5B	1	1	0	13	8	5	0	0	0	0	1	0
STC2	1	1	0	3	1	2	1	1	0	0	1	0
PABPC4	7	6	1	2	1	1	0	0	0	0	1	0
TPT1	3	3	0	2	1	1	0	0	0	0	1	0
ABCC8	1	1	0	7	3	4	1	1	0	0	1	0
