	probe	EntrezGene.ID	Gene.Symbol
geneid_25903	geneid_25903	25903	OLFML2B
geneid_84660	geneid_84660	84660	CCDC62
geneid_3559	geneid_3559	3559	IL2RA
geneid_131669	geneid_131669	131669	UROC1
geneid_837	geneid_837	837	CASP4
geneid_10393	geneid_10393	10393	ANAPC10
geneid_5793	geneid_5793	5793	PTPRG
geneid_4209	geneid_4209	4209	MEF2D
geneid_87	geneid_87	87	ACTN1
geneid_1465	geneid_1465	1465	CSRP1
geneid_641467	geneid_641467	641467	LOC641467
geneid_79972	geneid_79972	79972	FLJ14327
geneid_3855	geneid_3855	3855	KRT7
geneid_11000	geneid_11000	11000	SLC27A3
geneid_89932	geneid_89932	89932	PAPLN
geneid_9609	geneid_9609	9609	RAB36
geneid_402716	geneid_402716	402716	LOC402716
geneid_121278	geneid_121278	121278	TPH2
geneid_2928	geneid_2928	2928	GSCL
geneid_22879	geneid_22879	22879	MON1B
geneid_84645	geneid_84645	84645	C22orf23
geneid_3111	geneid_3111	3111	HLA-DOA
geneid_4175	geneid_4175	4175	MCM6
geneid_25782	geneid_25782	25782	RAB3GAP2
geneid_9830	geneid_9830	9830	TRIM14
geneid_79035	geneid_79035	79035	OBFC2B
geneid_6892	geneid_6892	6892	TAPBP
geneid_10672	geneid_10672	10672	GNA13
geneid_388403	geneid_388403	388403	YPEL2
geneid_341405	geneid_341405	341405	ANKRD33
geneid_652848	geneid_652848	652848	IGHG1
geneid_10990	geneid_10990	10990	LILRB5
geneid_6617	geneid_6617	6617	SNAPC1
geneid_1544	geneid_1544	1544	CYP1A2
geneid_1359	geneid_1359	1359	CPA3
geneid_26229	geneid_26229	26229	B3GAT3
geneid_81553	geneid_81553	81553	FAM49A
geneid_57205	geneid_57205	57205	ATP10D
geneid_6814	geneid_6814	6814	STXBP3
geneid_51738	geneid_51738	51738	GHRL
geneid_83697	geneid_83697	83697	SLC4A9
geneid_328	geneid_328	328	APEX1
geneid_54737	geneid_54737	54737	HSMPP8
geneid_80198	geneid_80198	80198	MUS81
geneid_6733	geneid_6733	6733	SRPK2
geneid_8874	geneid_8874	8874	ARHGEF7
geneid_22852	geneid_22852	22852	ANKRD26
geneid_56985	geneid_56985	56985	C17orf48
geneid_92014	geneid_92014	92014	MCART1
geneid_144110	geneid_144110	144110	TMEM86A
geneid_6548	geneid_6548	6548	SLC9A1
geneid_114134	geneid_114134	114134	SLC2A13
geneid_2123	geneid_2123	2123	EVI2A
geneid_79925	geneid_79925	79925	FLJ23577
geneid_50506	geneid_50506	50506	DUOX2
geneid_150290	geneid_150290	150290	DUSP18
geneid_7932	geneid_7932	7932	OR2H2
geneid_91319	geneid_91319	91319	DERL3
geneid_9320	geneid_9320	9320	TRIP12
geneid_8526	geneid_8526	8526	DGKE
geneid_3117	geneid_3117	3117	HLA-DQA1
geneid_83897	geneid_83897	83897	KRTAP3-2
geneid_55750	geneid_55750	55750	MULK
geneid_3359	geneid_3359	3359	HTR3A
geneid_3955	geneid_3955	3955	LFNG
geneid_84282	geneid_84282	84282	RNF135
geneid_254910	geneid_254910	254910	LCE5A
geneid_84250	geneid_84250	84250	ANKRD32
geneid_7270	geneid_7270	7270	TTF1
geneid_83937	geneid_83937	83937	RASSF4
geneid_144983	geneid_144983	144983	RP11-78J21.1
geneid_7004	geneid_7004	7004	TEAD4
geneid_1134	geneid_1134	1134	CHRNA1
geneid_6728	geneid_6728	6728	SRP19
geneid_56988	geneid_56988	56988	C8orf17
geneid_2260	geneid_2260	2260	FGFR1
geneid_5145	geneid_5145	5145	PDE6A
geneid_3682	geneid_3682	3682	ITGAE
geneid_80188	geneid_80188	80188	FLJ13310
geneid_3557	geneid_3557	3557	IL1RN
geneid_54517	geneid_54517	54517	PUS7
geneid_6511	geneid_6511	6511	SLC1A6
geneid_259285	geneid_259285	259285	TAS2R39
geneid_7358	geneid_7358	7358	UGDH
geneid_5208	geneid_5208	5208	PFKFB2
geneid_60509	geneid_60509	60509	FLJ21839
geneid_3059	geneid_3059	3059	HCLS1
geneid_858	geneid_858	858	CAV2
geneid_1084	geneid_1084	1084	CEACAM3
geneid_6542	geneid_6542	6542	SLC7A2
geneid_83483	geneid_83483	83483	PLVAP
geneid_128866	geneid_128866	128866	CHMP4B
geneid_2695	geneid_2695	2695	GIP
geneid_283150	geneid_283150	283150	FOXR1
geneid_170954	geneid_170954	170954	KIAA1949
geneid_80742	geneid_80742	80742	PRR3
geneid_57795	geneid_57795	57795	FAM5B
geneid_440153	geneid_440153	440153	OR11H12
geneid_4496	geneid_4496	4496	MT1H
geneid_66004	geneid_66004	66004	LYNX1
geneid_5167	geneid_5167	5167	ENPP1
geneid_51148	geneid_51148	51148	CEECAM1
geneid_92270	geneid_92270	92270	LOC92270
geneid_63915	geneid_63915	63915	MUTED
geneid_474343	geneid_474343	474343	SPIN-2
geneid_10060	geneid_10060	10060	ABCC9
geneid_140733	geneid_140733	140733	C20orf133
geneid_3092	geneid_3092	3092	HIP1
geneid_3980	geneid_3980	3980	LIG3
geneid_80025	geneid_80025	80025	PANK2
geneid_653158	geneid_653158	653158	FLJ11903
geneid_203081	geneid_203081	203081	C8orf6
geneid_201562	geneid_201562	201562	PTPLB
geneid_56647	geneid_56647	56647	BCCIP
geneid_84690	geneid_84690	84690	SPATA22
geneid_9331	geneid_9331	9331	B4GALT6
geneid_3309	geneid_3309	3309	HSPA5
geneid_738	geneid_738	738	C11orf2
geneid_441272	geneid_441272	441272	tcag7.1017
geneid_1032	geneid_1032	1032	CDKN2D
geneid_4233	geneid_4233	4233	MET
geneid_128153	geneid_128153	128153	SPATA17
geneid_349667	geneid_349667	349667	RTN4RL2
geneid_10019	geneid_10019	10019	SH2B3
geneid_8870	geneid_8870	8870	IER3
geneid_149175	geneid_149175	149175	MANEAL
geneid_5383	geneid_5383	5383	PMS2L5
geneid_140606	geneid_140606	140606	SELM
geneid_6757	geneid_6757	6757	SSX2
geneid_23173	geneid_23173	23173	METAP1
geneid_11183	geneid_11183	11183	MAP4K5
geneid_339512	geneid_339512	339512	C1orf110
geneid_79443	geneid_79443	79443	FYCO1
geneid_5899	geneid_5899	5899	RALB
geneid_79161	geneid_79161	79161	C7orf23
geneid_126308	geneid_126308	126308	MOBKL2A
geneid_6729	geneid_6729	6729	SRP54
geneid_27316	geneid_27316	27316	RBMX
geneid_1400	geneid_1400	1400	CRMP1
geneid_372	geneid_372	372	ARCN1
geneid_23475	geneid_23475	23475	QPRT
geneid_51510	geneid_51510	51510	CHMP5
geneid_55359	geneid_55359	55359	STYK1
geneid_10668	geneid_10668	10668	CGRRF1
geneid_22890	geneid_22890	22890	ZBTB1
geneid_23412	geneid_23412	23412	COMMD3
geneid_54083	geneid_54083	54083	C21orf30
geneid_284184	geneid_284184	284184	LOC284184
geneid_85313	geneid_85313	85313	PPIL4
geneid_342510	geneid_342510	342510	CD300E
geneid_140461	geneid_140461	140461	ASB8
geneid_342527	geneid_342527	342527	SMTNL2
geneid_54076	geneid_54076	54076	C21orf37
geneid_9592	geneid_9592	9592	IER2
geneid_3216	geneid_3216	3216	HOXB6
geneid_9371	geneid_9371	9371	KIF3B
geneid_481	geneid_481	481	ATP1B1
geneid_26260	geneid_26260	26260	FBXO25
geneid_150142	geneid_150142	150142	C21orf121
geneid_5663	geneid_5663	5663	PSEN1
geneid_4677	geneid_4677	4677	NARS
geneid_662	geneid_662	662	BNIP1
geneid_79768	geneid_79768	79768	C15orf29
geneid_192111	geneid_192111	192111	PGAM5
geneid_374291	geneid_374291	374291	NDUFS7
geneid_83596	geneid_83596	83596	BCL2L12
geneid_144108	geneid_144108	144108	SPTY2D1
geneid_64798	geneid_64798	64798	DEPDC6
geneid_7051	geneid_7051	7051	TGM1
geneid_3916	geneid_3916	3916	LAMP1
geneid_55691	geneid_55691	55691	FRMD4A
geneid_54749	geneid_54749	54749	EPDR1
geneid_192286	geneid_192286	192286	HIGD2A
geneid_26985	geneid_26985	26985	AP3M1
geneid_90525	geneid_90525	90525	SHF
geneid_4026	geneid_4026	4026	LPP
geneid_10896	geneid_10896	10896	OCLM
geneid_79729	geneid_79729	79729	C1orf113
geneid_163183	geneid_163183	163183	C19orf46
geneid_64412	geneid_64412	64412	ZNF336
geneid_203547	geneid_203547	203547	LOC203547
geneid_23047	geneid_23047	23047	APRIN
geneid_220972	geneid_220972	220972	8-Mar
geneid_7442	geneid_7442	7442	TRPV1
geneid_4501	geneid_4501	4501	MT1X
geneid_55607	geneid_55607	55607	PPP1R9A
geneid_375743	geneid_375743	375743	PTAR1
geneid_26115	geneid_26115	26115	TANC2
geneid_84239	geneid_84239	84239	ATP13A4
geneid_84332	geneid_84332	84332	DYDC2
geneid_170063	geneid_170063	170063	CXorf22
geneid_4222	geneid_4222	4222	MEOX1
geneid_54880	geneid_54880	54880	BCOR
geneid_347252	geneid_347252	347252	IGFBPL1
geneid_8528	geneid_8528	8528	DDO
geneid_6756	geneid_6756	6756	SSX1
geneid_7534	geneid_7534	7534	YWHAZ
geneid_257101	geneid_257101	257101	ZNF683
geneid_338864	geneid_338864	338864	LOC338864
geneid_5670	geneid_5670	5670	PSG2
geneid_4649	geneid_4649	4649	MYO9A
geneid_23176	geneid_23176	23176	8-Sep
geneid_79738	geneid_79738	79738	BBS10
geneid_10924	geneid_10924	10924	SMPDL3A
geneid_8085	geneid_8085	8085	MLL2
geneid_26999	geneid_26999	26999	CYFIP2
geneid_9842	geneid_9842	9842	PLEKHM1
geneid_23435	geneid_23435	23435	TARDBP
geneid_51134	geneid_51134	51134	CCDC41
geneid_3177	geneid_3177	3177	SLC29A2
geneid_8529	geneid_8529	8529	CYP4F2
geneid_5817	geneid_5817	5817	PVR
geneid_3931	geneid_3931	3931	LCAT
geneid_2835	geneid_2835	2835	GPR12
geneid_54542	geneid_54542	54542	MNAB
geneid_116143	geneid_116143	116143	LOC116143
geneid_11147	geneid_11147	11147	HHLA3
geneid_84942	geneid_84942	84942	WDR73
geneid_5290	geneid_5290	5290	PIK3CA
geneid_57716	geneid_57716	57716	PRX
geneid_10223	geneid_10223	10223	GPA33
geneid_22976	geneid_22976	22976	PAXIP1
geneid_7869	geneid_7869	7869	SEMA3B
geneid_1388	geneid_1388	1388	CREBL1
geneid_8227	geneid_8227	8227	RP13-297E16.1
geneid_1606	geneid_1606	1606	DGKA
geneid_5499	geneid_5499	5499	PPP1CA
geneid_3127	geneid_3127	3127	HLA-DRB5
geneid_445815	geneid_445815	445815	PALM2-AKAP2
geneid_246119	geneid_246119	246119	TTTY10
geneid_55526	geneid_55526	55526	DHTKD1
geneid_202299	geneid_202299	202299	FIS
geneid_149830	geneid_149830	149830	PRNT
geneid_9736	geneid_9736	9736	USP34
geneid_54460	geneid_54460	54460	MRPS21
geneid_55537	geneid_55537	55537	DKFZp762P2111
geneid_11159	geneid_11159	11159	RABL2A
geneid_163081	geneid_163081	163081	ZNF567
geneid_51463	geneid_51463	51463	GPR89A
geneid_85409	geneid_85409	85409	NKD2
geneid_23328	geneid_23328	23328	SASH1
geneid_118442	geneid_118442	118442	GPR62
geneid_22872	geneid_22872	22872	SEC31L1
geneid_6641	geneid_6641	6641	SNTB1
geneid_57226	geneid_57226	57226	DJ122O8.2
geneid_165324	geneid_165324	165324	UBXD4
geneid_958	geneid_958	958	CD40
geneid_401172	geneid_401172	401172	FLJ33360
geneid_6494	geneid_6494	6494	SIPA1
geneid_667	geneid_667	667	DST
geneid_165082	geneid_165082	165082	GPR113
geneid_5892	geneid_5892	5892	RAD51L3
geneid_646262	geneid_646262	646262	LOC646262
geneid_10061	geneid_10061	10061	ABCF2
geneid_79929	geneid_79929	79929	MAP6D1
geneid_9509	geneid_9509	9509	ADAMTS2
geneid_55860	geneid_55860	55860	ACTR10
geneid_83795	geneid_83795	83795	KCNK16
geneid_9413	geneid_9413	9413	C9orf61
geneid_84669	geneid_84669	84669	USP32
geneid_125061	geneid_125061	125061	AFMID
geneid_64425	geneid_64425	64425	POLR1E
geneid_9139	geneid_9139	9139	CBFA2T2
geneid_23617	geneid_23617	23617	TSSK2
geneid_197370	geneid_197370	197370	NSMCE1
geneid_5609	geneid_5609	5609	MAP2K7
geneid_26211	geneid_26211	26211	OR2F1
geneid_5573	geneid_5573	5573	PRKAR1A
geneid_4688	geneid_4688	4688	NCF2
geneid_64747	geneid_64747	64747	MFSD1
geneid_5525	geneid_5525	5525	PPP2R5A
geneid_3770	geneid_3770	3770	KCNJ14
geneid_64090	geneid_64090	64090	GAL3ST2
geneid_23428	geneid_23428	23428	SLC7A8
geneid_338785	geneid_338785	338785	KRT6L
geneid_51097	geneid_51097	51097	SCCPDH
geneid_4257	geneid_4257	4257	MGST1
geneid_127002	geneid_127002	127002	ATXN7L2
geneid_274	geneid_274	274	BIN1
geneid_55225	geneid_55225	55225	RAVER2
geneid_5459	geneid_5459	5459	POU4F3
geneid_84830	geneid_84830	84830	C6orf105
geneid_3423	geneid_3423	3423	IDS
geneid_84083	geneid_84083	84083	ZRANB3
geneid_23313	geneid_23313	23313	C22orf9
geneid_113277	geneid_113277	113277	TMEM106A
geneid_84288	geneid_84288	84288	EFCAB2
geneid_4600	geneid_4600	4600	MX2
geneid_57721	geneid_57721	57721	KIAA1627
geneid_389791	geneid_389791	389791	LOC389791
geneid_54845	geneid_54845	54845	RBM35A
geneid_55311	geneid_55311	55311	ZNF444
geneid_79595	geneid_79595	79595	SAP130
geneid_10581	geneid_10581	10581	IFITM2
geneid_7334	geneid_7334	7334	UBE2N
geneid_6134	geneid_6134	6134	RPL10
geneid_11322	geneid_11322	11322	TMC6
geneid_85015	geneid_85015	85015	USP45
geneid_54807	geneid_54807	54807	ZNF586
geneid_5650	geneid_5650	5650	KLK7
geneid_148137	geneid_148137	148137	LOC148137
geneid_80150	geneid_80150	80150	ASRGL1
geneid_9720	geneid_9720	9720	KIAA0565
geneid_7054	geneid_7054	7054	TH
geneid_57685	geneid_57685	57685	CACHD1
geneid_9470	geneid_9470	9470	EIF4E2
geneid_149095	geneid_149095	149095	DCST1
geneid_114294	geneid_114294	114294	LACTB
geneid_55102	geneid_55102	55102	C14orf103
geneid_57674	geneid_57674	57674	C17orf27
geneid_11093	geneid_11093	11093	ADAMTS13
geneid_78996	geneid_78996	78996	MGC5242
geneid_10554	geneid_10554	10554	AGPAT1
geneid_23155	geneid_23155	23155	CLCC1
geneid_6642	geneid_6642	6642	SNX1
geneid_2019	geneid_2019	2019	EN1
geneid_23521	geneid_23521	23521	RPL13A
geneid_57396	geneid_57396	57396	CLK4
geneid_26097	geneid_26097	26097	C1orf77
geneid_85287	geneid_85287	85287	KRTAP4-7
geneid_9948	geneid_9948	9948	WDR1
geneid_3106	geneid_3106	3106	HLA-B
geneid_79884	geneid_79884	79884	MAP9
geneid_3313	geneid_3313	3313	HSPA9B
geneid_9025	geneid_9025	9025	RNF8
geneid_57573	geneid_57573	57573	ZNF471
geneid_84465	geneid_84465	84465	MEGF11
geneid_79642	geneid_79642	79642	ARSJ
geneid_5026	geneid_5026	5026	P2RX5
geneid_84649	geneid_84649	84649	DGAT2
geneid_1420	geneid_1420	1420	CRYGC
geneid_2021	geneid_2021	2021	ENDOG
geneid_132158	geneid_132158	132158	GLYCTK
geneid_64395	geneid_64395	64395	GMCL1
geneid_51507	geneid_51507	51507	C20orf43
geneid_54716	geneid_54716	54716	SLC6A20
geneid_80745	geneid_80745	80745	THUMPD2
geneid_56138	geneid_56138	56138	PCDHA11
geneid_4939	geneid_4939	4939	OAS2
geneid_9472	geneid_9472	9472	AKAP6
geneid_3981	geneid_3981	3981	LIG4
geneid_200942	geneid_200942	200942	KLHDC8B
geneid_55177	geneid_55177	55177	FAM82C
geneid_65258	geneid_65258	65258	MPPE1
geneid_7525	geneid_7525	7525	YES1
geneid_7415	geneid_7415	7415	VCP
geneid_51192	geneid_51192	51192	CKLF
geneid_80761	geneid_80761	80761	UPK3B
geneid_54072	geneid_54072	54072	C21orf42
geneid_56606	geneid_56606	56606	SLC2A9
geneid_266727	geneid_266727	266727	MDGA1
geneid_346673	geneid_346673	346673	LOC346673
geneid_23012	geneid_23012	23012	STK38L
geneid_127281	geneid_127281	127281	C1orf93
geneid_65983	geneid_65983	65983	GRAMD3
geneid_4593	geneid_4593	4593	MUSK
geneid_64579	geneid_64579	64579	NDST4
geneid_10007	geneid_10007	10007	GNPDA1
geneid_112812	geneid_112812	112812	MGC19604
geneid_7378	geneid_7378	7378	UPP1
geneid_5074	geneid_5074	5074	PAWR
geneid_400027	geneid_400027	400027	LOC400027
geneid_5581	geneid_5581	5581	PRKCE
geneid_9391	geneid_9391	9391	WDR39
geneid_50848	geneid_50848	50848	F11R
geneid_2077	geneid_2077	2077	ERF
geneid_374354	geneid_374354	374354	NHLRC2
geneid_84648	geneid_84648	84648	LCE3D
geneid_5013	geneid_5013	5013	OTX1
geneid_440193	geneid_440193	440193	KIAA1509
geneid_115004	geneid_115004	115004	C6orf150
geneid_5706	geneid_5706	5706	PSMC6
geneid_84218	geneid_84218	84218	TBC1D3
geneid_26237	geneid_26237	26237	ENO1B
geneid_5245	geneid_5245	5245	PHB
geneid_56941	geneid_56941	56941	C3orf37
geneid_163688	geneid_163688	163688	CALML6
geneid_10656	geneid_10656	10656	KHDRBS3
geneid_50624	geneid_50624	50624	CUZD1
geneid_345275	geneid_345275	345275	HSD17B13
geneid_6048	geneid_6048	6048	RNF5
geneid_55909	geneid_55909	55909	BIN3
geneid_79867	geneid_79867	79867	C12orf38
geneid_9416	geneid_9416	9416	DDX23
geneid_219654	geneid_219654	219654	C10orf56
geneid_2298	geneid_2298	2298	FOXD4
geneid_84265	geneid_84265	84265	POLR3GL
geneid_3270	geneid_3270	3270	HRC
geneid_116966	geneid_116966	116966	WDR17
geneid_8566	geneid_8566	8566	PDXK
geneid_7349	geneid_7349	7349	UCN
geneid_7805	geneid_7805	7805	LAPTM5
geneid_84616	geneid_84616	84616	KRTAP4-4
geneid_7559	geneid_7559	7559	ZNF12
geneid_163115	geneid_163115	163115	FLJ37549
geneid_4838	geneid_4838	4838	NODAL
geneid_5110	geneid_5110	5110	PCMT1
geneid_9588	geneid_9588	9588	PRDX6
geneid_10538	geneid_10538	10538	BATF
geneid_55288	geneid_55288	55288	RHOT1
geneid_64084	geneid_64084	64084	CLSTN2
geneid_57563	geneid_57563	57563	KLHL8
geneid_80023	geneid_80023	80023	NRSN2
geneid_80006	geneid_80006	80006	FLJ13611
geneid_51155	geneid_51155	51155	HN1
geneid_6273	geneid_6273	6273	S100A2
geneid_84876	geneid_84876	84876	TMEM142A
geneid_11104	geneid_11104	11104	KATNA1
geneid_675	geneid_675	675	BRCA2
geneid_55163	geneid_55163	55163	PNPO
geneid_114760	geneid_114760	114760	TTTY3
geneid_248	geneid_248	248	ALPI
geneid_90342	geneid_90342	90342	LOC90342
geneid_55040	geneid_55040	55040	EPN3
geneid_399512	geneid_399512	399512	SLC25A35
geneid_55998	geneid_55998	55998	NXF5
geneid_10633	geneid_10633	10633	RRP22
geneid_64081	geneid_64081	64081	MAWBP
geneid_5605	geneid_5605	5605	MAP2K2
geneid_7732	geneid_7732	7732	ZNF179
geneid_9767	geneid_9767	9767	PHF16
geneid_3191	geneid_3191	3191	HNRPL
geneid_50964	geneid_50964	50964	SOST
geneid_23189	geneid_23189	23189	ANKRD15
geneid_51523	geneid_51523	51523	CXXC5
geneid_23326	geneid_23326	23326	USP22
geneid_259291	geneid_259291	259291	TAS2R45
geneid_50649	geneid_50649	50649	ARHGEF4
geneid_2309	geneid_2309	2309	FOXO3A
geneid_8498	geneid_8498	8498	RANBP3
geneid_158135	geneid_158135	158135	TTLL11
geneid_389833	geneid_389833	389833	LOC389833
geneid_1290	geneid_1290	1290	COL5A2
geneid_440455	geneid_440455	440455	LOC440455
geneid_9953	geneid_9953	9953	HS3ST3B1
geneid_1244	geneid_1244	1244	ABCC2
geneid_129080	geneid_129080	129080	EMID1
geneid_1163	geneid_1163	1163	CKS1B
geneid_155038	geneid_155038	155038	GIMAP8
geneid_84298	geneid_84298	84298	C12orf31
geneid_9498	geneid_9498	9498	SLC4A8
geneid_84667	geneid_84667	84667	HES7
geneid_124359	geneid_124359	124359	CDYL2
geneid_439931	geneid_439931	439931	FLJ39582
geneid_10311	geneid_10311	10311	DSCR3
geneid_5505	geneid_5505	5505	PPP1R2P1
geneid_4534	geneid_4534	4534	MTM1
geneid_4716	geneid_4716	4716	NDUFB10
geneid_7027	geneid_7027	7027	TFDP1
geneid_79659	geneid_79659	79659	DYNC2H1
geneid_79912	geneid_79912	79912	FLJ22028
geneid_79364	geneid_79364	79364	ZXDC
geneid_85444	geneid_85444	85444	LRRCC1
geneid_56650	geneid_56650	56650	CLDND1
geneid_91445	geneid_91445	91445	RNF185
geneid_23177	geneid_23177	23177	CEP68
geneid_7322	geneid_7322	7322	UBE2D2
geneid_10586	geneid_10586	10586	MAB21L2
geneid_56287	geneid_56287	56287	GKN1
geneid_732	geneid_732	732	C8B
geneid_442285	geneid_442285	442285	LOC442285
geneid_23414	geneid_23414	23414	ZFPM2
geneid_10927	geneid_10927	10927	SPIN
geneid_54496	geneid_54496	54496	PRMT7
geneid_51298	geneid_51298	51298	THEG
geneid_3479	geneid_3479	3479	IGF1
geneid_10143	geneid_10143	10143	CLEC3A
geneid_6774	geneid_6774	6774	STAT3
geneid_10075	geneid_10075	10075	HUWE1
geneid_3275	geneid_3275	3275	PRMT2
geneid_79048	geneid_79048	79048	SECISBP2
geneid_64801	geneid_64801	64801	ARV1
geneid_158228	geneid_158228	158228	C9orf122
geneid_828	geneid_828	828	CAPS
geneid_2923	geneid_2923	2923	PDIA3
geneid_9887	geneid_9887	9887	SMG7
geneid_54532	geneid_54532	54532	USP53
geneid_9480	geneid_9480	9480	ONECUT2
geneid_84226	geneid_84226	84226	C2orf16
geneid_152330	geneid_152330	152330	CNTN4
geneid_10434	geneid_10434	10434	LYPLA1
geneid_116983	geneid_116983	116983	CENTB5
geneid_54944	geneid_54944	54944	FLJ20464
geneid_283487	geneid_283487	283487	LOC283487
geneid_1075	geneid_1075	1075	CTSC
geneid_26058	geneid_26058	26058	TNRC15
geneid_5592	geneid_5592	5592	PRKG1
geneid_140832	geneid_140832	140832	WFDC10A
geneid_9454	geneid_9454	9454	HOMER3
geneid_84780	geneid_84780	84780	MGC12935
geneid_388242	geneid_388242	388242	LOC388242
geneid_79748	geneid_79748	79748	LMAN1L
geneid_56033	geneid_56033	56033	BARX1
geneid_57143	geneid_57143	57143	ADCK1
geneid_4179	geneid_4179	4179	CD46
geneid_6854	geneid_6854	6854	SYN2
geneid_5585	geneid_5585	5585	PKN1
geneid_55216	geneid_55216	55216	C11orf57
geneid_2002	geneid_2002	2002	ELK1
geneid_10014	geneid_10014	10014	HDAC5
geneid_55689	geneid_55689	55689	YEATS2
geneid_5311	geneid_5311	5311	PKD2
geneid_55206	geneid_55206	55206	SBNO1
geneid_26118	geneid_26118	26118	WSB1
geneid_4659	geneid_4659	4659	PPP1R12A
geneid_27077	geneid_27077	27077	EPPB9
geneid_2800	geneid_2800	2800	GOLGA1
geneid_10736	geneid_10736	10736	SIX2
geneid_8202	geneid_8202	8202	NCOA3
geneid_862	geneid_862	862	RUNX1T1
geneid_983	geneid_983	983	CDC2
geneid_8564	geneid_8564	8564	KMO
geneid_1285	geneid_1285	1285	COL4A3
geneid_195827	geneid_195827	195827	C9orf21
geneid_29920	geneid_29920	29920	PYCR2
geneid_7299	geneid_7299	7299	TYR
geneid_6497	geneid_6497	6497	SKI
geneid_115361	geneid_115361	115361	GBP4
geneid_6484	geneid_6484	6484	ST3GAL4
geneid_7784	geneid_7784	7784	ZP3
geneid_7385	geneid_7385	7385	UQCRC2
geneid_84451	geneid_84451	84451	KIAA1804
geneid_272	geneid_272	272	AMPD3
geneid_23608	geneid_23608	23608	MKRN1
geneid_3140	geneid_3140	3140	MR1
geneid_3985	geneid_3985	3985	LIMK2
geneid_4956	geneid_4956	4956	ODF1
geneid_29890	geneid_29890	29890	RBM15B
geneid_1565	geneid_1565	1565	CYP2D6
geneid_256148	geneid_256148	256148	OR4S1
geneid_56967	geneid_56967	56967	C14orf132
geneid_4815	geneid_4815	4815	NINJ2
geneid_54962	geneid_54962	54962	FLJ20516
geneid_23332	geneid_23332	23332	CLASP1
geneid_7024	geneid_7024	7024	TFCP2
geneid_441430	geneid_441430	441430	ANKRD20A2
geneid_10721	geneid_10721	10721	POLQ
geneid_9440	geneid_9440	9440	CRSP6
geneid_23322	geneid_23322	23322	KIAA1005
geneid_10699	geneid_10699	10699	CORIN
geneid_440353	geneid_440353	440353	LOC440353
geneid_7288	geneid_7288	7288	TULP2
geneid_51603	geneid_51603	51603	KIAA0859
geneid_2475	geneid_2475	2475	FRAP1
geneid_1407	geneid_1407	1407	CRY1
geneid_54507	geneid_54507	54507	ADAMTSL4
geneid_9813	geneid_9813	9813	KIAA0494
geneid_3488	geneid_3488	3488	IGFBP5
geneid_118424	geneid_118424	118424	UBE2J2
geneid_4814	geneid_4814	4814	NINJ1
geneid_54522	geneid_54522	54522	ANKRD16
geneid_7580	geneid_7580	7580	ZNF32
geneid_163702	geneid_163702	163702	IL28RA
geneid_403341	geneid_403341	403341	ZBTB34
geneid_57511	geneid_57511	57511	COG6
geneid_1137	geneid_1137	1137	CHRNA4
geneid_23062	geneid_23062	23062	GGA2
geneid_29843	geneid_29843	29843	SENP1
geneid_7367	geneid_7367	7367	UGT2B17
geneid_401285	geneid_401285	401285	TCP10L2
geneid_1306	geneid_1306	1306	COL15A1
geneid_84656	geneid_84656	84656	N-PAC
geneid_3953	geneid_3953	3953	LEPR
geneid_23180	geneid_23180	23180	RAFTLIN
geneid_51804	geneid_51804	51804	SIX4
geneid_134266	geneid_134266	134266	GRPEL2
geneid_6335	geneid_6335	6335	SCN9A
geneid_10610	geneid_10610	10610	ST6GALNAC2
geneid_149951	geneid_149951	149951	COMMD7
geneid_2956	geneid_2956	2956	MSH6
geneid_57717	geneid_57717	57717	PCDHB16
geneid_284217	geneid_284217	284217	LAMA1
